id,passResult
4318_2018092308,C
4347_2018092308,C
4376_2018092308,I
69_2018092309,C
114_2018092309,C
138_2018092309,C
189_2018092309,I
232_2018092309,S
251_2018092309,C
275_2018092309,I
350_2018092309,I
372_2018092309,I
472_2018092309,I
538_2018092309,C
620_2018092309,I
653_2018092309,I
774_2018092309,C
798_2018092309,I
903_2018092309,I
937_2018092309,C
1045_2018092309,I
1067_2018092309,I
1121_2018092309,C
1200_2018092309,C
1224_2018092309,IN
1250_2018092309,S
1290_2018092309,C
1335_2018092309,C
1359_2018092309,I
1442_2018092309,I
1464_2018092309,C
1535_2018092309,I
1578_2018092309,C
1638_2018092309,C
1704_2018092309,C
1806_2018092309,C
1830_2018092309,C
1992_2018092309,C
2054_2018092309,C
2100_2018092309,I
2197_2018092309,C
2221_2018092309,C
2245_2018092309,I
2267_2018092309,C
2291_2018092309,C
2319_2018092309,I
2341_2018092309,C
2365_2018092309,C
2389_2018092309,C
2457_2018092309,I
2479_2018092309,I
2501_2018092309,C
2529_2018092309,C
2676_2018092309,C
2790_2018092309,S
2809_2018092309,C
2850_2018092309,I
2945_2018092309,S
3007_2018092309,I
3166_2018092309,I
3188_2018092309,C
3212_2018092309,C
3254_2018092309,I
3356_2018092309,C
3380_2018092309,I
3438_2018092309,C
3487_2018092309,C
3511_2018092309,I
3533_2018092309,C
3560_2018092309,I
3670_2018092309,I
3717_2018092309,C
3741_2018092309,C
4083_2018092309,C
4162_2018092309,S
4181_2018092309,I
90_2018092310,I
112_2018092310,C
136_2018092310,C
196_2018092310,C
257_2018092310,I
279_2018092310,I
433_2018092310,C
485_2018092310,C
509_2018092310,C
559_2018092310,C
588_2018092310,C
758_2018092310,C
835_2018092310,C
859_2018092310,C
904_2018092310,C
928_2018092310,C
952_2018092310,C
1008_2018092310,C
1032_2018092310,C
1073_2018092310,I
1215_2018092310,I
1237_2018092310,S
1273_2018092310,I
1339_2018092310,C
1368_2018092310,C
1392_2018092310,I
1414_2018092310,IN
1489_2018092310,C
1572_2018092310,I
1615_2018092310,C
1642_2018092310,I
1664_2018092310,S
1686_2018092310,C
1711_2018092310,I
1733_2018092310,C
1935_2018092310,C
1964_2018092310,C
1993_2018092310,C
2017_2018092310,C
2041_2018092310,C
2070_2018092310,C
2106_2018092310,C
2243_2018092310,I
2265_2018092310,C
2289_2018092310,C
2350_2018092310,I
2372_2018092310,C
2459_2018092310,I
2481_2018092310,C
2526_2018092310,C
2597_2018092310,C
2681_2018092310,I
2703_2018092310,C
2727_2018092310,I
2760_2018092310,C
2800_2018092310,C
2824_2018092310,I
2846_2018092310,C
2870_2018092310,C
2940_2018092310,C
3003_2018092310,C
3069_2018092310,I
3091_2018092310,C
3118_2018092310,S
3186_2018092310,C
3269_2018092310,I
3291_2018092310,I
3523_2018092310,C
3606_2018092310,C
3656_2018092310,I
3678_2018092310,C
3702_2018092310,C
51_2018092311,C
96_2018092311,C
141_2018092311,C
317_2018092311,C
365_2018092311,C
441_2018092311,S
539_2018092311,I
597_2018092311,C
621_2018092311,I
643_2018092311,C
667_2018092311,S
696_2018092311,C
815_2018092311,C
839_2018092311,I
899_2018092311,C
980_2018092311,C
1004_2018092311,C
1028_2018092311,I
1105_2018092311,C
1150_2018092311,C
1281_2018092311,C
1310_2018092311,C
1361_2018092311,C
1406_2018092311,I
1428_2018092311,C
1452_2018092311,I
1506_2018092311,I
1607_2018092311,C
1648_2018092311,I
1753_2018092311,I
1775_2018092311,C
1816_2018092311,S
1872_2018092311,C
1896_2018092311,IN
1929_2018092311,I
1989_2018092311,S
2116_2018092311,C
2140_2018092311,S
2201_2018092311,C
2246_2018092311,C
2270_2018092311,IN
2345_2018092311,C
2390_2018092311,C
2414_2018092311,C
2455_2018092311,C
2479_2018092311,I
2627_2018092311,C
2674_2018092311,I
2696_2018092311,IN
2760_2018092311,I
2815_2018092311,C
2864_2018092311,I
2912_2018092311,C
3029_2018092311,C
3074_2018092311,C
3098_2018092311,C
3149_2018092311,S
3198_2018092311,I
3220_2018092311,C
3307_2018092311,I
3340_2018092311,C
3457_2018092311,C
3572_2018092311,C
3635_2018092311,I
3657_2018092311,C
3681_2018092311,I
3703_2018092311,C
3765_2018092311,IN
3947_2018092311,C
4042_2018092311,S
88_2018092312,C
237_2018092312,I
317_2018092312,I
360_2018092312,C
458_2018092312,I
571_2018092312,IN
674_2018092312,C
703_2018092312,I
779_2018092312,C
803_2018092312,I
866_2018092312,I
909_2018092312,I
977_2018092312,C
1001_2018092312,I
1079_2018092312,S
1119_2018092312,I
1166_2018092312,I
1209_2018092312,C
1280_2018092312,C
1304_2018092312,I
1364_2018092312,C
1393_2018092312,C
1498_2018092312,I
1520_2018092312,C
1602_2018092312,C
1630_2018092312,I
1803_2018092312,C
1886_2018092312,C
1951_2018092312,S
1970_2018092312,C
2011_2018092312,C
2082_2018092312,C
2106_2018092312,C
2147_2018092312,I
2169_2018092312,C
2202_2018092312,I
2362_2018092312,I
2469_2018092312,C
2493_2018092312,S
2560_2018092312,C
2584_2018092312,S
2678_2018092312,C
2702_2018092312,C
2726_2018092312,C
2756_2018092312,C
2806_2018092312,S
2899_2018092312,C
2965_2018092312,C
3082_2018092312,C
3192_2018092312,I
3226_2018092312,C
3316_2018092312,C
3419_2018092312,S
3494_2018092312,C
3555_2018092312,I
3624_2018092312,C
3731_2018092312,I
3778_2018092312,I
3800_2018092312,I
3822_2018092312,C
3846_2018092312,C
3902_2018092312,I
3924_2018092312,C
3948_2018092312,IN
4240_2018092312,I
4274_2018092312,I
4308_2018092312,S
4338_2018092312,C
102_2018092313,I
173_2018092313,C
223_2018092313,C
295_2018092313,I
329_2018092313,C
374_2018092313,C
398_2018092313,C
473_2018092313,C
497_2018092313,I
519_2018092313,I
568_2018092313,C
635_2018092313,C
664_2018092313,C
751_2018092313,C
813_2018092313,C
946_2018092313,C
1048_2018092313,C
1072_2018092313,C
1096_2018092313,I
1240_2018092313,I
1262_2018092313,C
1286_2018092313,C
1336_2018092313,I
1358_2018092313,I
1418_2018092313,C
1442_2018092313,C
1487_2018092313,I
1509_2018092313,C
1571_2018092313,C
1595_2018092313,C
1716_2018092313,C
1757_2018092313,C
1798_2018092313,C
1822_2018092313,I
1861_2018092313,C
1959_2018092313,IN
2075_2018092313,C
2137_2018092313,I
2180_2018092313,C
2242_2018092313,S
2261_2018092313,C
2285_2018092313,C
2314_2018092313,C
2359_2018092313,C
2383_2018092313,C
2449_2018092313,C
2514_2018092313,C
2559_2018092313,I
2581_2018092313,I
2603_2018092313,I
2697_2018092313,C
2759_2018092313,C
2783_2018092313,I
2877_2018092313,I
2899_2018092313,C
2940_2018092313,S
3037_2018092313,I
3145_2018092313,IN
3203_2018092313,I
3225_2018092313,C
3403_2018092313,C
3427_2018092313,S
3461_2018092313,I
3490_2018092313,I
3743_2018092313,C
3767_2018092313,C
70_2018092400,C
115_2018092400,C
179_2018092400,I
201_2018092400,I
263_2018092400,C
287_2018092400,C
311_2018092400,IN
337_2018092400,C
382_2018092400,C
427_2018092400,C
515_2018092400,C
539_2018092400,C
650_2018092400,C
674_2018092400,C
730_2018092400,I
752_2018092400,S
836_2018092400,C
974_2018092400,C
998_2018092400,I
1022_2018092400,C
1046_2018092400,C
1132_2018092400,C
1188_2018092400,C
1257_2018092400,C
1324_2018092400,I
1346_2018092400,C
1370_2018092400,C
1394_2018092400,I
1416_2018092400,IN
1465_2018092400,I
1505_2018092400,C
1529_2018092400,I
1551_2018092400,C
1605_2018092400,I
1638_2018092400,IN
1664_2018092400,S
1704_2018092400,S
1767_2018092400,IN
1832_2018092400,C
1867_2018092400,C
1929_2018092400,I
1951_2018092400,I
2007_2018092400,C
2037_2018092400,C
2078_2018092400,C
2119_2018092400,C
2143_2018092400,C
2167_2018092400,C
2191_2018092400,C
2215_2018092400,I
2237_2018092400,I
2270_2018092400,C
2409_2018092400,C
2433_2018092400,C
2524_2018092400,C
2594_2018092400,S
2613_2018092400,C
2658_2018092400,C
2714_2018092400,S
2733_2018092400,C
2757_2018092400,I
2834_2018092400,C
2879_2018092400,C
2903_2018092400,C
2927_2018092400,I
2949_2018092400,C
2994_2018092400,C
3035_2018092400,S
3084_2018092400,I
3106_2018092400,C
3163_2018092400,C
3204_2018092400,C
3228_2018092400,C
3269_2018092400,C
3316_2018092400,C
3351_2018092400,I
3373_2018092400,C
3429_2018092400,I
3451_2018092400,C
3502_2018092400,C
3526_2018092400,C
3571_2018092400,I
3593_2018092400,I
3651_2018092400,C
3675_2018092400,C
3699_2018092400,C
3723_2018092400,I
3766_2018092400,I
3788_2018092400,C
3812_2018092400,I
3834_2018092400,C
4000_2018092400,C
4029_2018092400,I
4121_2018092400,I
4165_2018092400,I
4199_2018092400,I
4286_2018092400,C
112_2018092700,C
146_2018092700,C
170_2018092700,C
215_2018092700,C
260_2018092700,I
282_2018092700,C
327_2018092700,I
349_2018092700,C
416_2018092700,I
459_2018092700,C
483_2018092700,C
512_2018092700,C
536_2018092700,I
558_2018092700,I
612_2018092700,C
646_2018092700,C
696_2018092700,C
725_2018092700,C
781_2018092700,C
861_2018092700,C
902_2018092700,C
947_2018092700,C
971_2018092700,C
1022_2018092700,C
1067_2018092700,I
1148_2018092700,C
1210_2018092700,C
1244_2018092700,C
1268_2018092700,C
1370_2018092700,I
1392_2018092700,I
1474_2018092700,I
1536_2018092700,C
1565_2018092700,C
1600_2018092700,C
1656_2018092700,C
1680_2018092700,I
1702_2018092700,C
1731_2018092700,I
1813_2018092700,C
1854_2018092700,C
1914_2018092700,C
1960_2018092700,C
2038_2018092700,C
2062_2018092700,C
2086_2018092700,C
2115_2018092700,C
2145_2018092700,I
2184_2018092700,C
2298_2018092700,C
2510_2018092700,C
2555_2018092700,S
2574_2018092700,C
2608_2018092700,I
2641_2018092700,I
2696_2018092700,C
2751_2018092700,I
2794_2018092700,I
2860_2018092700,C
2895_2018092700,C
2945_2018092700,I
3001_2018092700,I
3035_2018092700,I
3057_2018092700,C
3081_2018092700,C
3105_2018092700,C
3194_2018092700,C
3239_2018092700,C
3263_2018092700,C
3319_2018092700,C
3381_2018092700,S
3400_2018092700,I
3479_2018092700,C
3532_2018092700,C
3577_2018092700,C
3606_2018092700,C
3630_2018092700,C
3691_2018092700,I
3733_2018092700,C
3757_2018092700,C
3786_2018092700,C
3810_2018092700,C
3884_2018092700,I
3906_2018092700,S
3990_2018092700,I
4012_2018092700,C
4089_2018092700,S
4136_2018092700,C
4170_2018092700,C
4194_2018092700,S
84_2018093000,C
171_2018093000,C
195_2018093000,C
349_2018093000,C
378_2018093000,C
419_2018093000,C
493_2018093000,I
536_2018093000,C
560_2018093000,C
641_2018093000,I
663_2018093000,S
726_2018093000,I
769_2018093000,I
818_2018093000,C
842_2018093000,C
871_2018093000,C
991_2018093000,C
1015_2018093000,I
1058_2018093000,C
1082_2018093000,C
1106_2018093000,I
1170_2018093000,C
1247_2018093000,C
1297_2018093000,C
1321_2018093000,C
1447_2018093000,I
1507_2018093000,C
1531_2018093000,C
1555_2018093000,C
1600_2018093000,C
1656_2018093000,C
1680_2018093000,C
1725_2018093000,C
1760_2018093000,C
1801_2018093000,C
1825_2018093000,C
1924_2018093000,C
1976_2018093000,C
2000_2018093000,C
2029_2018093000,I
2051_2018093000,C
2080_2018093000,C
2214_2018093000,C
2241_2018093000,S
2357_2018093000,S
2410_2018093000,C
2525_2018093000,I
2547_2018093000,C
2618_2018093000,I
2640_2018093000,S
2678_2018093000,I
2712_2018093000,C
2757_2018093000,C
2781_2018093000,C
2856_2018093000,C
2880_2018093000,C
2958_2018093000,I
2991_2018093000,IN
3065_2018093000,S
3164_2018093000,C
3188_2018093000,C
3302_2018093000,C
3347_2018093000,C
3462_2018093000,I
3495_2018093000,I
3517_2018093000,C
3541_2018093000,S
3651_2018093000,C
3706_2018093000,I
3728_2018093000,C
3752_2018093000,I
3795_2018093000,C
3851_2018093000,C
3892_2018093000,S
3928_2018093000,I
4056_2018093000,I
4078_2018093000,C
4149_2018093000,C
4211_2018093000,I
4283_2018093000,I
4305_2018093000,C
4362_2018093000,C
4386_2018093000,C
4420_2018093000,I
4442_2018093000,C
4483_2018093000,I
4505_2018093000,C
4572_2018093000,C
4613_2018093000,C
55_2018093001,C
127_2018093001,I
170_2018093001,C
236_2018093001,C
281_2018093001,I
389_2018093001,I
411_2018093001,S
483_2018093001,I
505_2018093001,C
529_2018093001,C
553_2018093001,C
609_2018093001,S
628_2018093001,C
780_2018093001,C
825_2018093001,C
854_2018093001,C
933_2018093001,C
983_2018093001,I
1011_2018093001,I
1091_2018093001,I
1124_2018093001,C
1169_2018093001,C
1216_2018093001,C
1292_2018093001,I
1314_2018093001,C
1338_2018093001,S
1420_2018093001,I
1442_2018093001,I
1496_2018093001,C
1520_2018093001,C
1612_2018093001,I
1634_2018093001,I
1679_2018093001,C
1787_2018093001,C
1859_2018093001,C
1883_2018093001,C
1984_2018093001,I
2006_2018093001,C
2059_2018093001,IN
2172_2018093001,C
2299_2018093001,C
2328_2018093001,I
2500_2018093001,C
2524_2018093001,C
2548_2018093001,C
2572_2018093001,C
2596_2018093001,C
2620_2018093001,IN
2663_2018093001,I
2696_2018093001,C
2736_2018093001,I
2760_2018093001,I
2782_2018093001,C
2869_2018093001,C
2893_2018093001,C
2917_2018093001,C
2941_2018093001,S
2981_2018093001,C
3085_2018093001,I
3175_2018093001,C
3262_2018093001,I
3284_2018093001,I
3326_2018093001,S
3362_2018093001,C
3386_2018093001,I
3408_2018093001,C
3432_2018093001,C
3565_2018093001,C
3631_2018093001,C
3708_2018093001,C
3823_2018093001,C
3897_2018093001,C
4014_2018093001,C
4038_2018093001,IN
114_2018093002,I
263_2018093002,C
287_2018093002,C
332_2018093002,C
398_2018093002,I
447_2018093002,C
492_2018093002,C
537_2018093002,I
559_2018093002,I
622_2018093002,C
651_2018093002,C
681_2018093002,C
731_2018093002,I
755_2018093002,C
832_2018093002,I
879_2018093002,C
1013_2018093002,C
1058_2018093002,C
1114_2018093002,I
1161_2018093002,I
1204_2018093002,I
1323_2018093002,C
1453_2018093002,C
1510_2018093002,C
1594_2018093002,C
1618_2018093002,I
1700_2018093002,C
1741_2018093002,S
1773_2018093002,C
1829_2018093002,C
1853_2018093002,C
1889_2018093002,S
1921_2018093002,C
1945_2018093002,I
2092_2018093002,C
2116_2018093002,I
2171_2018093002,I
2290_2018093002,I
2333_2018093002,S
2392_2018093002,C
2416_2018093002,S
2538_2018093002,C
2562_2018093002,C
2640_2018093002,C
2700_2018093002,C
2745_2018093002,C
2769_2018093002,C
2793_2018093002,C
2834_2018093002,C
2933_2018093002,C
2978_2018093002,C
3023_2018093002,S
3147_2018093002,C
3213_2018093002,C
3275_2018093002,I
3297_2018093002,I
3378_2018093002,C
3402_2018093002,S
3421_2018093002,C
3466_2018093002,C
3522_2018093002,C
3563_2018093002,I
3602_2018093002,C
3626_2018093002,I
3648_2018093002,C
58_2018093003,C
151_2018093003,C
207_2018093003,C
273_2018093003,I
373_2018093003,I
395_2018093003,I
417_2018093003,I
500_2018093003,C
549_2018093003,I
571_2018093003,C
664_2018093003,I
686_2018093003,C
710_2018093003,C
755_2018093003,I
777_2018093003,I
824_2018093003,C
848_2018093003,I
919_2018093003,C
947_2018093003,I
1011_2018093003,C
1132_2018093003,S
1151_2018093003,I
1219_2018093003,IN
1245_2018093003,I
1288_2018093003,I
1346_2018093003,C
1433_2018093003,I
1455_2018093003,C
1503_2018093003,S
1522_2018093003,C
1582_2018093003,I
1691_2018093003,I
1713_2018093003,I
1735_2018093003,C
1759_2018093003,I
1781_2018093003,C
1822_2018093003,IN
1848_2018093003,C
1872_2018093003,C
1896_2018093003,I
1918_2018093003,I
1978_2018093003,I
2070_2018093003,C
2094_2018093003,C
2118_2018093003,I
2140_2018093003,C
2164_2018093003,C
2212_2018093003,I
2234_2018093003,I
2334_2018093003,C
2358_2018093003,C
2382_2018093003,C
2483_2018093003,IN
2512_2018093003,C
2557_2018093003,I
2579_2018093003,I
2601_2018093003,I
2644_2018093003,C
2673_2018093003,S
2728_2018093003,I
2771_2018093003,I
2863_2018093003,S
2924_2018093003,I
2967_2018093003,C
2991_2018093003,C
3036_2018093003,S
3065_2018093003,S
3084_2018093003,S
3103_2018093003,I
3185_2018093003,C
3235_2018093003,I
3257_2018093003,C
3300_2018093003,C
3324_2018093003,C
3348_2018093003,C
3383_2018093003,C
3407_2018093003,C
3447_2018093003,I
3637_2018093003,C
3815_2018093003,C
3872_2018093003,S
3894_2018093003,C
3918_2018093003,S
78_2018093004,C
102_2018093004,C
126_2018093004,C
164_2018093004,C
211_2018093004,C
336_2018093004,C
409_2018093004,C
450_2018093004,S
469_2018093004,S
500_2018093004,I
550_2018093004,I
649_2018093004,I
715_2018093004,S
759_2018093004,C
788_2018093004,C
838_2018093004,I
872_2018093004,C
958_2018093004,I
980_2018093004,I
1013_2018093004,I
1058_2018093004,C
1104_2018093004,I
1147_2018093004,I
1209_2018093004,C
1243_2018093004,C
1267_2018093004,C
1312_2018093004,I
1362_2018093004,I
1384_2018093004,I
1418_2018093004,C
1463_2018093004,I
1485_2018093004,I
1534_2018093004,C
1609_2018093004,I
1659_2018093004,I
1681_2018093004,S
1710_2018093004,C
1848_2018093004,S
1867_2018093004,C
1891_2018093004,C
1943_2018093004,I
1965_2018093004,S
2029_2018093004,S
2079_2018093004,C
2155_2018093004,C
2191_2018093004,C
2219_2018093004,I
2264_2018093004,C
2328_2018093004,C
2437_2018093004,C
2508_2018093004,C
2532_2018093004,C
2577_2018093004,C
2633_2018093004,S
2713_2018093004,C
2779_2018093004,C
2883_2018093004,C
2907_2018093004,I
2952_2018093004,I
3008_2018093004,C
3048_2018093004,I
3083_2018093004,C
3146_2018093004,C
3174_2018093004,IN
3200_2018093004,C
3376_2018093004,C
3485_2018093004,S
3513_2018093004,I
3592_2018093004,C
3616_2018093004,C
3640_2018093004,C
3664_2018093004,C
3745_2018093004,C
3769_2018093004,C
3825_2018093004,C
3870_2018093004,C
3894_2018093004,I
3916_2018093004,C
3961_2018093004,C
4022_2018093004,I
4065_2018093004,C
4211_2018093004,I
4295_2018093004,C
4319_2018093004,C
4360_2018093004,C
4398_2018093004,I
4420_2018093004,C
4476_2018093004,C
4500_2018093004,C
4612_2018093004,C
4636_2018093004,I
4678_2018093004,I
4762_2018093004,C
4826_2018093004,C
4871_2018093004,C
4895_2018093004,I
4917_2018093004,I
4939_2018093004,C
4980_2018093004,I
5002_2018093004,C
5026_2018093004,I
5091_2018093004,C
5132_2018093004,C
5177_2018093004,C
5225_2018093004,I
5247_2018093004,C
5276_2018093004,C
5305_2018093004,S
5326_2018093004,C
5367_2018093004,I
5432_2018093004,C
5464_2018093004,C
5525_2018093004,S
5544_2018093004,C
5602_2018093004,I
5637_2018093004,C
5661_2018093004,I
168_2018093005,C
223_2018093005,I
292_2018093005,C
379_2018093005,C
428_2018093005,C
473_2018093005,C
497_2018093005,C
596_2018093005,S
656_2018093005,C
701_2018093005,C
809_2018093005,C
834_2018093005,C
858_2018093005,C
924_2018093005,C
969_2018093005,C
993_2018093005,C
1063_2018093005,C
1087_2018093005,C
1132_2018093005,C
1217_2018093005,S
1255_2018093005,I
1277_2018093005,C
1301_2018093005,S
1324_2018093005,C
1348_2018093005,C
1415_2018093005,C
1478_2018093005,IN
1516_2018093005,C
1572_2018093005,I
1594_2018093005,C
1635_2018093005,I
1657_2018093005,I
1690_2018093005,C
1752_2018093005,I
1774_2018093005,I
1834_2018093005,I
1856_2018093005,C
1919_2018093005,S
2038_2018093005,C
2148_2018093005,C
2172_2018093005,C
2207_2018093005,I
2290_2018093005,C
2366_2018093005,C
2390_2018093005,I
2473_2018093005,I
2495_2018093005,IN
2552_2018093005,I
2574_2018093005,C
2655_2018093005,I
2703_2018093005,I
2872_2018093005,C
2923_2018093005,S
2963_2018093005,I
3053_2018093005,C
3077_2018093005,I
3099_2018093005,I
3228_2018093005,C
3253_2018093005,C
3288_2018093005,I
3310_2018093005,C
3334_2018093005,I
3485_2018093005,C
3519_2018093005,C
3580_2018093005,C
3665_2018093005,I
3687_2018093005,I
3709_2018093005,I
3753_2018093005,I
3775_2018093005,C
3824_2018093005,C
3880_2018093005,C
3966_2018093005,I
3988_2018093005,C
4014_2018093005,I
4099_2018093005,C
4123_2018093005,C
4185_2018093005,C
51_2018093006,C
84_2018093006,C
163_2018093006,C
231_2018093006,C
255_2018093006,I
430_2018093006,I
452_2018093006,C
520_2018093006,I
623_2018093006,I
656_2018093006,C
680_2018093006,I
770_2018093006,C
794_2018093006,I
837_2018093006,IN
947_2018093006,C
996_2018093006,I
1018_2018093006,C
1042_2018093006,I
1096_2018093006,C
1120_2018093006,C
1184_2018093006,I
1206_2018093006,I
1261_2018093006,I
1301_2018093006,C
1389_2018093006,I
1432_2018093006,C
1587_2018093006,I
1642_2018093006,C
1702_2018093006,I
1745_2018093006,C
1816_2018093006,C
1840_2018093006,C
1913_2018093006,I
1935_2018093006,C
2089_2018093006,I
2111_2018093006,C
2162_2018093006,I
2184_2018093006,C
2225_2018093006,C
2302_2018093006,I
2324_2018093006,I
2450_2018093006,S
2517_2018093006,C
2573_2018093006,C
2597_2018093006,C
2642_2018093006,C
2717_2018093006,C
2782_2018093006,C
2806_2018093006,I
2828_2018093006,C
2852_2018093006,IN
2920_2018093006,C
2947_2018093006,C
2971_2018093006,C
2995_2018093006,I
3137_2018093006,C
3243_2018093006,C
3294_2018093006,S
3359_2018093006,C
3404_2018093006,IN
3479_2018093006,C
3524_2018093006,I
3567_2018093006,C
3623_2018093006,C
3713_2018093006,C
57_2018093007,C
102_2018093007,I
124_2018093007,C
169_2018093007,C
198_2018093007,I
254_2018093007,I
276_2018093007,C
346_2018093007,I
368_2018093007,I
411_2018093007,C
435_2018093007,I
478_2018093007,S
518_2018093007,C
542_2018093007,S
561_2018093007,C
585_2018093007,I
643_2018093007,C
690_2018093007,C
735_2018093007,C
801_2018093007,I
840_2018093007,C
946_2018093007,C
970_2018093007,C
994_2018093007,I
1016_2018093007,I
1038_2018093007,I
1104_2018093007,C
1149_2018093007,C
1173_2018093007,I
1217_2018093007,C
1283_2018093007,C
1307_2018093007,C
1339_2018093007,C
1363_2018093007,C
1387_2018093007,C
1438_2018093007,S
1457_2018093007,I
1479_2018093007,C
1539_2018093007,C
1580_2018093007,C
1604_2018093007,C
1628_2018093007,C
1652_2018093007,C
1693_2018093007,I
1715_2018093007,S
1836_2018093007,IN
1862_2018093007,C
1886_2018093007,I
1995_2018093007,C
2040_2018093007,C
2096_2018093007,C
2120_2018093007,I
2153_2018093007,C
2177_2018093007,C
2201_2018093007,C
2225_2018093007,C
2366_2018093007,C
2438_2018093007,C
2462_2018093007,C
2511_2018093007,C
2535_2018093007,C
2559_2018093007,I
2682_2018093007,C
2727_2018093007,C
2768_2018093007,S
2787_2018093007,I
2809_2018093007,S
2838_2018093007,C
2862_2018093007,C
2916_2018093007,C
2961_2018093007,C
2985_2018093007,C
3067_2018093007,C
3091_2018093007,I
3138_2018093007,C
3183_2018093007,C
3228_2018093007,C
3283_2018093007,I
3305_2018093007,C
3371_2018093007,I
3431_2018093007,C
3472_2018093007,C
3538_2018093007,C
3562_2018093007,C
3650_2018093007,I
3672_2018093007,C
3696_2018093007,I
3858_2018093007,C
3956_2018093007,I
3978_2018093007,I
4055_2018093007,C
4079_2018093007,I
4101_2018093007,I
4123_2018093007,I
4186_2018093007,C
4231_2018093007,C
4255_2018093007,I
4277_2018093007,I
4331_2018093007,S
4428_2018093007,C
4452_2018093007,I
4485_2018093007,I
4507_2018093007,I
4529_2018093007,C
169_2018093008,C
271_2018093008,I
293_2018093008,I
343_2018093008,S
446_2018093008,C
479_2018093008,C
503_2018093008,C
638_2018093008,I
681_2018093008,C
725_2018093008,C
796_2018093008,I
825_2018093008,C
849_2018093008,C
894_2018093008,I
919_2018093008,C
1002_2018093008,I
1045_2018093008,I
1165_2018093008,C
1256_2018093008,C
1394_2018093008,C
1487_2018093008,C
1686_2018093008,C
1727_2018093008,I
1849_2018093008,C
1911_2018093008,I
1933_2018093008,C
1963_2018093008,S
2022_2018093008,C
2051_2018093008,C
2097_2018093008,S
2187_2018093008,I
2331_2018093008,C
2418_2018093008,C
2489_2018093008,C
2513_2018093008,C
2673_2018093008,I
2807_2018093008,I
2882_2018093008,C
2949_2018093008,I
3016_2018093008,I
3038_2018093008,I
3162_2018093008,C
3252_2018093008,I
3274_2018093008,I
3332_2018093008,C
3443_2018093008,I
3482_2018093008,C
3506_2018093008,I
3542_2018093008,C
3587_2018093008,C
3706_2018093008,I
3753_2018093008,I
3775_2018093008,C
3799_2018093008,C
3844_2018093008,C
3893_2018093008,C
4087_2018093008,C
4132_2018093008,C
4177_2018093008,I
76_2018093009,C
177_2018093009,I
199_2018093009,I
246_2018093009,C
291_2018093009,I
364_2018093009,IN
417_2018093009,C
441_2018093009,C
477_2018093009,C
549_2018093009,I
571_2018093009,I
593_2018093009,C
638_2018093009,S
678_2018093009,C
767_2018093009,I
812_2018093009,C
893_2018093009,I
915_2018093009,C
998_2018093009,C
1022_2018093009,S
1041_2018093009,C
1065_2018093009,I
1229_2018093009,I
1322_2018093009,C
1346_2018093009,C
1432_2018093009,C
1456_2018093009,C
1480_2018093009,I
1523_2018093009,C
1547_2018093009,C
1592_2018093009,C
1652_2018093009,I
1695_2018093009,C
1719_2018093009,I
1770_2018093009,I
1853_2018093009,C
1877_2018093009,C
1901_2018093009,I
1923_2018093009,C
1947_2018093009,C
1971_2018093009,IN
2080_2018093009,C
2125_2018093009,C
2149_2018093009,C
2194_2018093009,C
2239_2018093009,I
2261_2018093009,C
2340_2018093009,C
2364_2018093009,IN
2394_2018093009,I
2448_2018093009,C
2516_2018093009,I
2559_2018093009,I
2608_2018093009,I
2649_2018093009,S
2678_2018093009,I
2700_2018093009,I
2722_2018093009,C
2782_2018093009,I
2858_2018093009,I
2899_2018093009,I
3073_2018093009,I
3085_2018093009,C
3225_2018093009,I
3257_2018093009,I
3377_2018093009,C
3459_2018093009,C
3522_2018093009,I
3545_2018093009,I
3567_2018093009,I
3656_2018093009,I
3799_2018093009,I
3821_2018093009,C
3845_2018093009,C
3869_2018093009,C
4018_2018093009,I
4040_2018093009,S
4207_2018093009,I
4229_2018093009,C
4253_2018093009,C
4277_2018093009,C
4301_2018093009,C
4329_2018093009,C
4370_2018093009,I
4392_2018093009,I
4587_2018093009,C
4611_2018093009,C
4635_2018093009,I
4668_2018093009,C
4692_2018093009,I
4737_2018093009,C
4766_2018093009,C
4838_2018093009,C
4879_2018093009,C
4920_2018093009,IN
4999_2018093009,C
5050_2018093009,C
5095_2018093009,C
5136_2018093009,S
5196_2018093009,I
5218_2018093009,C
5263_2018093009,I
5310_2018093009,I
5332_2018093009,C
5356_2018093009,C
5401_2018093009,C
5475_2018093009,C
51_2018093010,I
94_2018093010,IN
168_2018093010,I
190_2018093010,I
261_2018093010,I
310_2018093010,C
359_2018093010,C
383_2018093010,C
407_2018093010,C
469_2018093010,C
535_2018093010,I
603_2018093010,C
638_2018093010,C
731_2018093010,C
782_2018093010,C
806_2018093010,C
830_2018093010,C
854_2018093010,C
889_2018093010,C
913_2018093010,I
935_2018093010,C
986_2018093010,C
1075_2018093010,C
1120_2018093010,I
1142_2018093010,C
1208_2018093010,I
1230_2018093010,I
1252_2018093010,I
1285_2018093010,C
1330_2018093010,C
1358_2018093010,C
1414_2018093010,C
1438_2018093010,C
1483_2018093010,C
1507_2018093010,I
1563_2018093010,C
1608_2018093010,C
1679_2018093010,C
1720_2018093010,C
1765_2018093010,C
1814_2018093010,I
1860_2018093010,C
1895_2018093010,I
1988_2018093010,I
2093_2018093010,I
2115_2018093010,S
2191_2018093010,C
2243_2018093010,I
